elapsed_dec,sample_id
0.878,1522
1.66675,1726
2.74431,192
1.65088,2000
1.33273,865
1.6168,1617
1.68666,790
3.35596,1527
2.19731,1863
1.29118,1746
2.04046,1293
1.22432,606
1.04829,572
1.81065,1289
1.5228,24
1.25365,1146
3.3507,1833
2.55465,208
1.40652,1641
1.12591,1423
1.53982,1264
1.46481,1910
2.2359,718
1.65981,1417
0.808449,1375
1.20761,1631
0.630646,1981
1.76798,1369
1.12408,1840
1.336,1189
2.52045,1009
1.44888,1477
1.52908,196
1.6491,1449
1.07817,278
1.45618,315
1.2768,1012
1.91238,1908
0.949431,653
1.72634,666
1.07144,898
2.45701,93
1.68531,1959
1.17931,742
0.959404,506
1.98538,1148
2.25051,1569
3.68095,626
1.18858,675
1.00329,1090
1.29276,1347
1.51674,605
0.914512,747
2.60002,1008
1.30169,617
2.2022,1918
1.0928,304
1.97469,867
1.75459,654
1.94753,279
1.60087,1430
2.21969,1501
2.51011,1889
1.60306,1812
1.51894,458
1.13721,1873
1.81846,891
2.02197,124
1.77076,1742
1.82487,638
0.976375,1103
4.80424,1001
2.03068,410
2.84468,1848
1.37085,1054
2.23362,1633
1.30296,1415
1.53731,574
1.88699,1894
2.22163,998
1.00995,1655
0.874931,521
1.36715,1955
1.68227,801
0.920469,665
1.75935,723
1.95143,2017
1.31886,876
0.80909,1450
3.94727,176
2.30166,1783
1.04368,932
2.56279,875
1.74844,1519
1.36435,61
2.07251,763
1.49129,487
0.751479,835
1.54904,982
1.48519,1111
1.14549,972
1.03516,231
1.10332,525
1.76358,802
1.72534,1225
2.05421,1193
1.92318,1710
0.5098,85
1.21933,1328
1.08711,1857
0.780187,597
1.63222,797
1.7966,249
1.59379,1429
2.95385,1993
1.54545,1654
1.10996,908
1.5231,593
2.33852,788
1.38189,1327
1.3672,570
1.29466,1653
3.96264,476
2.89779,786
1.77678,1176
1.38033,1772
1.31715,497
1.20812,396
0.45246,70
0.850954,299
1.37812,216
2.27742,443
1.21339,738
1.74822,1474
1.77483,294
1.78025,1138
2.67537,1163
2.11939,1832
1.35009,222
0.550129,172
1.69181,519
1.11797,611
1.08259,1331
1.81828,1978
2.78762,1391
1.77797,1185
1.29027,1890
1.40261,815
1.65762,2016
1.51113,169
1.43374,1805
2.09536,1692
1.86129,324
2.47774,26
2.63683,943
2.06402,1780
1.84814,1247
2.12449,1268
1.82485,1699
1.17568,823
2.36631,1686
2.42008,345
